text,food,service,place,price
"(17-21h 29/7)
Lên món chậm. Đồ ăn chả ngon lành gì. Món đầu tiên lên đã nguội ngắt. Nhân viên thì hời hợt, đề nghị cấp máy trợ thính cho mấy chị gái đi chứ làm ăn chán đ chịu …",1,1,0,0
Mình đến khi quán có tiệc thôi nôi gì đó. Nhân viên quán rất tệ. Đồ ăn khô queo. Xin chén mới để ăn lẩu kêu quán em hết chén. Quán ăn mà hết chén thì bán làm gì.,1,1,0,0
"Nhân viên quá tệ. Đông nhưng gọi ko trả lời, khinh khách hàng",0,1,0,0
"Hàu phô mai thì nguội ngắt, đồ ăn thì quên. Lúc ck thừa tiền thì nhân viên thái độ. Ncl là trải nghiệm đi ăn rất tệ",1,1,0,0
"đồ ăn khá mắc so với giá tiền
không biết do đổi bếp hay ntn nhưng lần ghé gần nhất của mình tháng 5/2024 đi 4 ng lớn bill hết 1 triệu 7, uống 19 lon bia, đặc biệt làm mình bất ngờ là món mực …",3,0,0,1
"Đồ ăn ra quá lâu , tới trước nhưng đồ ăn ra sau các bàn khác . Gọi tính tiền thì 15,20 phút chưa có bill . Nhân viên không quan tâm khách",0,1,0,0
"Làm món cực kì lâu, đợi mãi mới có, nhân viên không niềm nở",0,1,0,0
"Combo rất đơn giản, phải chờ rất lâu. Nhân viên hành động như thể họ không quan tâm đến việc phục vụ khách hàng.",0,1,0,0
"Gà ăn không ngon, giá cao, nước chấm quá tệ.",1,0,0,1
"Không có khoai tây nên phải trả thêm tiền.

Không khuyến khích.

:(",0,0,0,1
Làm cho công bằng ai đến trước thì làm trước chứ không phải thấy ng nhà là làm trước d k c m,0,1,0,0
"Đồ ăn ra quá lâu , nhân viên đi qua chỉ biết ngó chả biết làm gì , chất lượng dịch vụ quá tệ",0,1,0,0
gà thì bé tí mà bán thì đắt đồ ăn k đủ nhét kẻ răng k nên ghé quán nhứ mn texas vẫn là số 1,1,0,0,1
"Đây không hề giống với tiêu chuẩn của Popeyes chính hiệu.

Bánh mì kẹp thịt quá nhỏ, khoai tây chiên kiểu Cajun quá khô và không giòn. Các …",1,0,0,0
"nhân viên nhát phục vụ, bắt grab đi bưng nước dùm nhân viên. không nên đặt đồ ăn quán này",0,1,0,0
"Nhân viên thái độ không tốt với khách hàng.
Quán ăn nhanh nhưng phục vụ quá lâu.",0,1,0,0
"order xong đưa thiếu món thì đc bảo lên trước, sẽ đem lên sau. Ăn xong tới lúc về, xuống hỏi thì bảo thiếu gì, mới đem ra, quán cũng ko đông mà thái độ hời hợt",0,1,0,0
"Gửi Popeyes Louisiana Kitchen địa chỉ: Lê Duẫn- Đà Nẵng
Dịch vụ giao hàng của app quá tệ, đặt đợi xác nhận và giao hơn 1 tiếng rồi gọi lại bảo trời mưa shipper không thể giao được, dời sang 2-3 tiếng sau hoặc hủy …",0,1,0,0
Nhân viên bắt người mua đứng đợi cola sau khi đợi thì đùn đẩy thiếu chuyên nghiệp ngồi tâng2 k có nổi máy lạnh  tầng 1 đang sửa k ngồi đc k nhiệt tình thiếu chu đáo chuyên nghiệp lần đầu ăn như lần cuối,0,1,1,0
"Trải nghiệm chán , gà ở mức bình thường , salad dở , giá thì khá mắc so vs chất lượng",1,0,0,1
Chắc chắn đây là nhà hàng thức ăn nhanh chậm nhất từ ​​trước đến giờ. Mất 50 phút để giao những miếng gà cũ được hâm nóng lại.,1,1,0,0
"Luôn luôn giao thiếu món, size order",0,1,0,0
"Nhân viên thái độ tài xế
Làm việc thiếu chuyên nghiệp
Thách thức tài xế",0,1,0,0
nhân viên thì thái độ mỳ ý thì siêu dở gà không xương khô đồ ăn mắc,1,1,0,1
Đồ ăn ở đây không giống như ở nhà. Kiểu Việt Nam chứ không phải kiểu phương Tây chút nào. Đừng kỳ vọng gì hơn nhé.,3,0,0,0
"Gà bở rán không ngon,csvc tạm được,nói chung không nên trải nghiệm tại popeyes",1,0,3,0
"quá dở, gà chiên mắm thì ko giòn, ngâm mắm tới chẹt nhẹt ra. Gà rán thì bột chiên quá tệ",1,0,0,0
Gà rán còn đỏ bên trong.CN núi thành.,1,0,0,0
Nhân viên tư vấn và phục vụ quá kém!,0,1,0,0
"Quên 2 phần khoai tây nghiền, xin hoàn tiền hoặc đổi, đã đặt trên Grab đi Ngô Quyền",0,1,0,0
"Giao thiếu phần ăn! Trời lạnh ngồi đợi 30p tê tái, miếng gà lạnh ngắt 😡 …",1,1,0,0
"Nv bảo khách lên tầng 3, lên đến nơi tối om, khách tự bật điện. Không có tương ớt ở tầng 3, phải xuống dưới lấy, nv ko dặn trước để khách lấy",0,1,1,0
"Đặt grap toàn giao không đũa không muỗng, rồi ăn bốc ah. Quá tệ",0,1,0,0
Đợi đồ ăn dài cả cổ. Chê nhé.,0,1,0,0
Nhân viên phục vụ rất kém,0,1,0,0
"Ồn ào, không ngon, xin phép chê",1,0,1,0
Cơm thì sống. K hiểu nv đóng hàng có biết điều đó hay giả vờ k biết vẫn đóng gói giao cho khách. Gạo thì sống nhăn. Các ng ăn có được k mà giao cho khách hàng như vậy. Quá tệ cho tiệm có nhiều chi nhánh như vậy,1,0,0,0
"nhân viên quét dọn lau trước mặt khách
mình gọi món trước nhưng lại được mang đồ ăn lên sau tận 2-3 người tới sau
nhà hàng nên xem lại nhân viên và chất lượng phục vụ",0,1,0,0
"Phục vụ quá tệ , nhân viên chỉ lo gion hết ko chú tâm làm việc , báo đơn xong để đo khong làm ,thấy lâu tai xế hỏi thì nói  quên chưa làm doi chúc nữa .",0,1,0,0
"- Thái độ nhân viên thu ngân giao tiếp bất lịch sự như khinh thường khách hàng.
- Combo Deluxe 113k mà đc 2 miếng gà nhỏ xíu, 1 salad và 1 nước ngọt, giá cao ngất ngưởng. …",1,1,0,1
"Hôm nay ăn tại chỗ, nhưng đợi hơn 30' từ 12h30 tới 1h10 mới có đồ ăn, cũng không làm đúng như note trước đó khi order.
Vì đợi lâu nên đã hỏi nhân viên khi nào có món, nhân viên đem bill order đi, rồi …",0,1,0,0
"Đợi 15p cho một đơn hàng mang đi, lấy đơn sau những người ăn tại cửa hàng, fastfood còn chậm hơn mua bánh xèo nữa",0,1,0,0
"mình kêu nhân viên. 3 4 lần dọn bàn giúp mình bạn đi ngang nghe được mà ngại,rồi làm lơ? là sao trời.Bàn thì không dọn nhìn mất ngon cực kì",0,1,0,0
"nhân viên lười nhác, thao tác trên các app giao hàng chậm trễ, gây phiền hà giữa khách hàng và shipper, -1 cựu khách hàng",0,1,0,0
"chê nha, gà bình thường nhưng đắt hơn jlbe, mua mang về thì k có kèm theo tương mà phải bắt mua thêm 5k, bào vừa thôi gà póc pai ơi, 1 miếng gà 44k nhé , gà dở mà hay làm giá",2,0,0,1
"Bạn nhân viên nữ ca tối phục vụ rất tệ, mặt khó chịu như muốn đuổi khách đi. Nên xem lại cách phục vụ. Đồ ăn tạm được, không gian quán nóng.",3,1,1,0
Mua combo 169k để được nhận 2 mì ý và 2  chả cá siêu nhỏ và 2 miếng gà sốt cực nhỏ . Hỏi nhân viên đổi thì bảo vì đã có sốt nên kh đổi?,1,0,0,1
"combo 2 phần mì ý 2 phần gà sốt và 2 miếng chả cá nhỏ
2 phần mì thì bth tới 2 miếng gà quá nhỏ nhờ nv đổi thì họ bảo vì gà sốt nên kh đổi cho …",1,0,0,1
"Quán luôn báo là hết gà.Tôi đặt shipper giao được báo là quán ưu tiên khách,shipper ngồi chờ lấy sau.",0,1,0,0
"Nhân viên thu ngân Đình Thy hay Đinh Thy gì đó thái độ cảm giác như khó chịu, nói chuyện với khách cọc lóc, văn hoá giao tiếp kém
Đồ ăn mình đợi nửa tiếng chưa có, mấy khách sau mình thì đã ăn và về còn mình …",0,1,0,0
2 nhân viên bảo vệ popeyes d2 nguyễn gia trí cầm cây đánh khách,0,1,0,0
Nhân viên không kiêm tra kĩ đơn hàng book tận một lần 2 tài xế . Tài xế chạy xa lại lấy đơn không có đơn. Làm việc không có tính cẩn thận,0,1,0,0
"Thằng bảo vệ trưa nay rất mất dạy. Mình đậu xe hơi bên đường cỡ 1h (đường cho phép đậu xe).
Lúc sau nó lại đòi 30k gửi xe trong khi nó không hề viết giấy giữ xe hay báo …",0,1,0,0
Nhân viên phục vụ tệ. Thái độ khó chịu khi khách hỏi thêm thông tin. Vì vậy mà tôi đã không chọn được món mong muốn. Tôi sẽ không quay lại đây nữa và sẽ nói với bạn bè tránh xa  quán này ra.,0,1,0,0
"Khẩu phần ăn nhỏ, tết không có khách hay sao nên nhân viên không fill tương. Service không tốt",1,1,0,0
"Gà thì khô quá như gà chiên sẵn mà để quá lâu ăn ko nóng gì hết
Còn nước khi ăn trên lầu phải chạy thẳng xuống dưới đi lấy nước thêm",1,1,0,0
Càng ngày càng thấy dịch vụ đối với tài xế lấy đồ ăn càng đi xuống.,0,1,0,0
"Đồ ăn ko sao, nhân viên 1 sao",3,1,0,0
"Mọi người đặt về nên cân nhắc, đặt 4 miếng có ghi chú là xin để 1-2 ức thôi mà nhân viên để hẳn 4 miếng, thật có lòng",0,2,0,0
Ai có đi ăn quán này cân nhắc có thời gian hãy đi ăn nhé làm món hơn nữa tiếng cứ kêu 5p ngồi đợi nản luôn,0,1,0,0
"đặt đơn onl shopee mà giao thiếu , nhân viên vô trách nhiệm vậy , chi nhánh nguyễn gia trí hcm . không bao g ủng hộ nữa , thiếu chuyên nghiệp",0,1,0,0
"Ngày trước nước còn free refill. Giờ nước phải mua. Mà ly nhỏ hơn. Đồ ăn pack 185k có nhiêu đây (còn hamburger chưa mang ra).
Đã vậy nhân viên còn nói ""tụi e đóng trên lầu nha a""
Thảo nào quán vắng teo. Bye Popeyes!",1,1,0,1
rất bực nha 2 lần trước dặn gà sốt cay vẫn đưa gà thường lần này dặn đi dặn lại 2 lần cay nha chị về mở ra vẫn vậy . 1-2 lần đầu kh nói gì lần thứ 3 mua dặn mấy lần vẫn đưa này là sao??,1,1,0,0
Trải nghiệm không được tốt 19h57 thứ 3 ngày 4/11,0,0,0,0
sợi mì bỡ nhũn ăn quá tệ,1,0,0,0
"đặt hàng ship từ 6h21p, ngồi trước cửa hàng cả tiếng đồng hồ. Cửa hàng thay khách liên tục 6-7 đợt nhưng đơn đặt để mãi đang chuẩn bị. Tệ",0,1,0,0
"lần đầu tiên đi ăn quán gà mà phải trả tiền phí gửi xe 10k , đưa 10k mà trong lòng bức rức khó chịu vô cùng",0,0,0,1
"Nhân viên làm việc không thân thiện lẫn thiếu trách nhiệm, đồ ăn đưa sai món thậm chí còn k biết, chỉ biết ở trong quầy cười giỡn.",1,1,0,0
phần ăn 2 người ăn đúng chán dẹp bà combo đi! Nhân viên phục vụ gì tương cà quầy line hết kêu khách xuống dưới lầu lấy đi với thái độ kh muốn giúp đỡ khách hàng,1,1,0,0
"mình và bạn ăn ở đây tối thứ tư, chương trình 1 tặng 1
Ngay sáng thứ năm hôm sau cả 2 đều rất đau bụng mất gần buổi sáng, mình viết review để mọi người cẩn thận không có trải nghiệm đau bụng khủng khiếp giống tụi mình",1,0,0,0
"Mọi hôm ăn gà nóng ngon , hôm nay ăn gà và khoai đều ko nóng , ăn cứ kinh kiểu gì , chán ko ăn bao giờ nữa",1,0,0,0
"Order 2 wings spicy 2 wings redhot nhưng đem ra 4 wings redhot, khách không hài lòng vẫn không đổi. Tương ớt tỏi thì hết không fill thêm",1,1,0,0
đồ ăn k ngon nhaân viên thì quên trước quên sau làm lâu,1,1,0,0
"Nhân viên lãng tai, đồ ăn ra lâu, cần xem lại cách quản lí của cửa hàng này",0,1,0,0
"Lần đầu đặt hàng nhưng thất vọng quá!!!

Bánh quy mật ong thì ngon thật. …",2,0,0,0
"Nhân viên thái độ quá tệ, cách ứng xử quá kém, shipper tới đọc đơn trước mặt mà như người vô hình, không trả lời 1 câu nào để biết đơn đã xác nhận chưa trong khi 4,5 nhân viên đứng ở đó 20h12 17/06/2025, tôi chạy ship được 3 năm rồi lấy đơn …",0,1,0,0
"tôi chưa bao giờ phải rate 1 sao cho tiệm nào nhưng PopEye Nguyễn Gia Trí là tiệm đầu tiên. Hỏi thật nhân viên không được training trước khi vào làm hay sao, thái độ kinh khủng đi ăn về bực hết cả người",0,1,0,0
"Gọi món mà nhân viên quên, nửa tiếng chưa có đồ ăn:)))",0,1,0,0
"Nay mua 3 tặng 3 Order ưu tiên má đùi mà đưa 5 cái ức 1 cái cánh cái nào cũng khô, giờ về ko đứa nào chịu ăn, tại khô ăn Ko nổi :))) chán thiệt sự",1,0,0,0
"Mua mang về cực tệ, xem thường KH
Mua combo 2 người, cho KH 1 tờ khăn giấy,  1 bịch tương ớt, ko cho muỗng để ăn bắp cải trộn sốt. …",0,1,0,0
"Gọi món ít tiền nhìn mặt khinh và lơ, nhất là quản lý. Nchung đây là quán tệ nhất tôi ăn đó giờ",0,1,0,0
"Tôi gọi combod có rau salad trộn nhưng hết salad được đổi sang cơm , cơm nguội cứng mà nuốt không trôi",1,0,0,0
"chờ quá lâu, phục vụ tệ",0,1,0,0
"Mình đc 1 bạn nhân viên làm ở đó review nhân viên với nhau nhưng có thái độ đì nhau, đi trải nghiệm thì cũng bình thường",0,1,0,0
"Quán phục vụ tệ, đồ ăn không ngon.",1,1,0,0
Quán phục vụ khá kém món ăn hơi đắt một chút chè hơi cứng,1,1,0,1
Đặt 1 món mà chờ 30 phút mà vẫn chưa có món sẽ không bao giờ quay lại đây nữa,0,1,0,0
Nhân thịnh - cũng kinh doạnh mua hàng shop người ta kém văn mình,0,1,0,0
Tô bún 70 ngàn k cho nổi ly trà đá. Thua quán vỉa hè.,0,0,0,1
Ngọt quá trời ngọt. Không phải món ăn Huế. Ăn vào bực mình,1,0,0,0
"Món ăn dỡ, phục vụ cực kỳ tệ",1,1,0,0
Món ăn thì dở giá hơi cao không cho nổi ly trà đá,1,0,0,1
Phục vụ quá tệ. Không bao giờ ghé lại lần 2,0,1,0,0
"Đồ ăn bình thường, nhưng nhân viên không biết phân biệt nạm và bắp bò",3,1,0,0
Dô nhân viên trơ trơ k biết  hỏi  cần gì   Trong khi 3 đứa ngồi ngay cửa nhìn,0,1,0,0
"Quán rất mất vệ sinh , chuột gián rất nhiều . Chén ăn mới cho khách còn dính dầu mỡ đồ ăn thừa",0,0,1,0
"Dịch vụ quá tệ. Họ làm chúng tôi bực mình. Chúng tôi đợi mì 40 phút, còn burger thì gần một tiếng đồng hồ. Khi bạn phàn nàn, họ chỉ đơn giản là phớt lờ bạn.",0,1,0,0
"Mất khoảng 45 phút để làm một chiếc bánh hamburger có giá hơn 10 đô la. Sau đó, tôi nhận được một chiếc bánh hamburger nguội ngắt và một phần còn sống. Người quản lý nói rằng anh ta rất tiếc, thế thôi. Tôi sẽ không bao giờ ăn ở đây nữa.",1,1,0,0
"Quán ngoài trời vắng tanh, chúng tôi phải đợi 30 phút để có một ly espresso và một ly nước ép trái cây, và một nhân viên còn vặn âm lượng nhạc lên rất, rất to.",0,1,1,0
"Dừng lại vì review cao nhưng dịch vụ kém ạ. Quá lâu cho 1 món cơm chiên, đến tận hơn 30p. Đến món hamburger còn lạnh và thịt sống nhăn bên trong.",1,1,0,0
"Đắt quá. Ý bạn là 7 đô la cho một suất cơm chiên hả lol, chúng ta ở Đông Nam Á mà.",0,0,0,1
"Đây là món mì Ý tệ nhất mà tôi từng ăn. Chúng tôi đã chờ 40 phút cho món ăn, nhất là khi quán vắng khách. Cô phục vụ (cô gái) cũng rất thô lỗ. Tôi không khuyên bạn nên đến đây. Các đánh giá ở đây đều là giả mạo.",1,1,0,0
Tôi ghé thăm nhà hàng này cho bữa tối cuối cùng trong chuyến đi Phú Quốc của mình. …,0,0,0,0
"Chúng tôi không khuyến khích bạn đến đây. Món ăn hoàn toàn nhạt nhẽo, mất rất nhiều thời gian chuẩn bị, chỉ có một đầu bếp và họ không thể đáp ứng kịp các đơn đặt hàng. Món mì hải sản thì bị nấu quá chín.",1,1,0,0
nhân viên nữ thái độ,0,1,0,0
"Chưa kịp thưởng thức xem ngon hay không :(
Vừa vô quán 2 vợ chồng xách đồ lùm xùm, nhân viên quán không cho ngồi bàn lớn mà ép ngồi bàn nhỏ, không có chỗ để đồ. Đã vậy thái độ còn khó chịu. Quán xui lắm …",0,1,1,0
"Chất lượng phục vụ càng ngày càng tệ , đưa ra dĩa cơm chỉ mỗi cơm vs dưa leo cà chua , bình thường ăn đều có đồ chua , khách phản hồi thì ngó lơ kêu trước giờ là vậy , ko bao giờ quay lại",1,1,0,0
"An ở đay nhieu lần vì gần nhà, nhung trải nghiệm hom nay tệ và ko bao jo quay lại nua",0,0,0,0
"Quán bán đồ ăn vị ngon, nhưng giá thành hơi cao mà ko có tặng kèm trà đá, nhân viên phục vụ hôm nay ko biết có buồn ai ko mà phục vụ ko có tâm chút nào",2,1,0,1
"Quán không có ai mà 1 phần bún bò lại mất 30p và phải nhắc mới có, nghĩa là order xong mới nấu nước lèo à 🤣 …",0,1,0,0
"Oder món ăn đợi quá lâu
Thái độ không tốt với khách",0,1,0,0
"order dĩa cơm sườn ốp la, mang ra cái trứng chiên chín,k hề ốp la, kêu nhân viên lại đổi thì bảo ko được đổi ???",0,1,0,0
Món ăn quá dở không phải là món ăn gốc Huế. Bánh bột lọc không phải được làm từ bột lọc mà giống như bột gạo ăn rất bở. Không khuyến khích quán này và sẽ không trở lại,1,0,0,0
"Đồ ăn dở tệ ,giá trên trời ,nhân viên bán lươn lẹo, không tư vấn theo menu chỉ tư vấn miệng, xong tính tiền ra toàn tô đặc biệt",1,1,0,1
Gọi món từ lúc 1-2 bàn đến khi full bàn nhân viên ra báo chưa oder 🙂 bắt oder từ đầu …,0,1,0,0
"Đồ ăn vừa mắc vừa dở. Kiu 1 phần bánh thập cẩm ra 3 người ăn mà lèo tèo cái vài cái. Bánh đa cầm 5k ra chợ nó bán cho cả rổ mà ở đây lấy 6k 1 cái , cắt cổ người ta hay gì. Sẽ không có lần 2.",1,0,0,1
"Ăn nhiều lần rồi, nhưng lần hôm nay thì phải cho 1 sao thôi. Mình đang ăn và nói chuyện với bạn, đĩa thức ăn còn một chút nhưng bạn phục vụ lại dọn hết chén dĩa trước mặt mình trong khi tay mình còn cầm muỗng. Mong quán khắc phục.",0,1,0,0
Bánh bột lọc và bánh nậm bột hấp chưa chín kĩ còn sống màu trắng. Lúc đó ăn cũng bỏ qua giờ về bị đau bụng. Very bad experience.,1,0,0,0
"Mình ăn tô bún bò thấy khá là ổn nhưng mà ly cf mang về của mình sáng nay thì siêu siêu tệ. Có cả con gián trong đó,",3,0,0,0
"Phục vụ kém, đi 2 người gọi 2 món mà mang lên từng món. Đợi khách hàng ăn xong còn chưa mang món thứ 2 lên, có lỗi không nhận mà đổ thừa đợi ăn xong rồi mới mang chè lên. Vậy người kia ngồi ngó à 😌😌 …",0,1,0,0
"Hôm nay đi ăn mà quên chụp hình, nên chỉ muốn nói là Góc Huế mà chả có gì là Huế !!.
Bánh bèo tôm tươi chỉ có lác đác vài miếng thịt tôm băm nhỏ, chả bò ăn cảm giác …",1,0,0,0
"Nhà hàng này đặt bàn phải đặt cọc tiền trước, mọi người chú ý không đến là mất tiền ..làm ăn kiểu chụp giựt chỉ có ở VN thôi.",0,0,0,1
Sốt mì dở ẹt không ngon bằng JOLIBEE,1,0,0,0
Nv phục vụ quá tệ và kém. Thái độ pv k thể chấp nhận dc,0,1,0,0
"Làm cái burger tôm với đùi gà mà mất mẹ nó hơn 15p, không báo giá gì mà đã xòe 1 tay lấy tiền ???",0,1,0,1
Trước giờ ăn ở đây khá nhiều mà chất lượng món ăn ngày càng dở mà nhân viên còn không chịu làm nóng món ăn trước khi đưa cho khác,1,1,0,0
"Đưa mì ra không kiểm tra lại là sao nhân viên ca sáng nay 2/10/2024 gần 10h ch tỉnh ngủ hả
Ra đường ăn mì không đũa lấy gì ăn ?????",0,1,0,0
Tôi chắc chắn không nhận được thứ mình đã đặt. Thất vọng vì là người mua lần đầu. Sẽ không giới thiệu cho bất kỳ ai. Sẽ đăng lên mạng xã hội cho mọi người xem.,0,1,0,0
"Thật sự hôm nay là trải nghiệm siêu tệ ở đây, nhân viên thì phục vụ hời hợt, mình đến trước mà nhân viên lại đưa đồ ăn cho những người đến sau? …",0,1,0,0
"Chúng tôi đến ăn trưa, thực đơn thì rách nát tả tơi, nhưng không sao.

Chúng tôi ngồi xuống một cái bàn, và những con gián khổng lồ (tôi chưa bao giờ …",0,0,1,0
"Quá thất vọng  😡😡😡😡 ở đây đồ ăn  mất vệ sinh trưa ghé ăn cùng mn, kêu lẩu ăn đc giữa chừng nhóm mình múc trúng con gián ,khiếp quá hên bạn mình nhả kịp, ám ảnh không bao giờ quay lại nữa.. …",1,0,1,0
"Tôi đã phí tiền. Tôi đã gọi một suất mực chiên và một suất hải sản. Mực chiên thì tạm được, nhưng suất hải sản thì ngon tuyệt. Tôi đến vào buổi tối, nhưng nhân viên ồn ào và không thân thiện, làm hỏng mất bữa tối của tôi.",3,1,0,0
"Khẩu phần ăn chỉ dành cho búp bê.

Quá nhỏ. Phục vụ dễ chịu. …",1,2,0,0
"bán mì spaghetti không cho đũa hay nĩa sao ăn má
gà rán thì bán gà cũ mùi hôi lắm biết ko",1,1,0,0
"- Gà rán còn sống
- Burger tôm như burger chả cá
- K bill",1,1,0,0
"Gói cái bánh như vầy cho khách, nhìn xem có muốn ăn không. Cái tacos tệ nhất mà mình từng ăn luôn á!!!!",1,0,0,0
"Ăn ở đây lâu rồi mà lần đầu phải đánh giá vầy, tobokki cứng như cục đá ăn không nổi luôn á. Lên giá từ 20k thành 24k mà chất lượng đi xuống là sao z. Quán xem xét lại nha",1,0,0,1
"Nhân viên giao thiếu đồ ăn cho khách, gọi 1 phần gà  2 người, 1 burger gà, mà chỉ nhận dc mỗi phần gà …",0,1,0,0
"Tacos không nướng luôn hay sao ấy, topping ít xỉn, có mỗi salad, thêm tí thịt và 1 miếng xúc xích :)))) mềm xèo mà nó èo uột nhợn hết cả người, 39k cho 1 chiếc tacos bò bằm thật không xứng tí nào",1,0,0,1
"1. Burger Bò nhưng ko có vị bò xíu nào? Bánh lạnh tanh, ko nóng?
2. Nhân viên hỏi rau ớt đầy đủ hả? Nhưng trong bánh chỉ 1 lá xa lách, 1 miếng tương cà ( ko có cà chua nha), tương ớt, và maijone. …",1,0,0,0
"Quá tệ
Vừa mới mua chạy về được 5p ăn liền mà lạnh ngắt
Được có mỗi cọng rau, không xứng đáng giá 35k
Ăn burger ở bánh mì hà nội 20k còn ngon hơn",1,0,0,1
"Burger gà không rau cải gì, miếng phô mai còn k làm nóng, miếng gà mỏng chắc ngang miếng phô mai, hình minh hoạ thì làm cho đẹp vào. Làm với chả ăn",1,0,0,0
"dặn kĩ vậy mà làm sai món , tăng giá tiền ( không xin lỗi )",0,1,0,1
Không biết có đổi chủ không. Giá thì đắt. Đồ ăn thì rất ít. Chất lượng phịc vụ so với 1 năm trước thì rất tệ. Không nên ăn,1,1,0,1
"Chuẩn bị món lâu,nhân viên thì hời hợt,tệ",0,1,0,0
Bán không chỉnh chu 29k là quá mắc,0,0,0,1
"Ra đồ ăn lâu trg khi quán vắng , đồ ăn thì cs thiếu sót phần cs phần ko ,1 phần thì khá mắc nhỉ , nhg điểm cộng là dịch vụ tốt 😔 …",3,3,0,1
"Phần đặc biệt toàn rau không có thịt
Bánh quá mắc",1,0,0,1
"Gà ăn dở tệ,mặn quá",1,0,0,0
Đặt gà Tokbokki rồi giao món gì đây không biết nữa. Rồi không gửi kèm tương ớt cho món gà. Gọi cho quán thì máy bận liên tục. Nản.......,0,1,0,0
"Chuỗi cửa hàng thức ăn nhanh tệ nhất Đà Nẵng. Khách hàng không được chào đón khi vào, nhân viên phục vụ chậm chạp và chất lượng thức ăn còn kém hơn cả KFC.",1,1,0,0
"mua món ít tiền thì nhân viên quản lý thái độ luôn á, trong khi mình order trước mà lại chờ lâu hơn người order sau, chả hiểu nổi. Gà thì hôi dầu, lần đầu cũng như cuối cùng ăn ở đây. Say bye, quá thất vọng!",1,1,0,0
Chắc chắn là hàng giả. Không hề giống Popeyes chính hiệu ở Mỹ. Miếng gà trong bánh mì kẹp chỉ bằng khoảng 1/3 kích thước thật.,1,0,0,0
"Đặt đơn trên app, rồi nhân viên gọi huỷ và bắt mình đợi 7-10 ngày mới hoàn tiền là sao???? làm dịch vụ gì lạ qá",0,1,0,0
"Nhân viên đây kiểu kinh khách hay sao á, mình đi xe máy tới trước đứng một lúc có 1 xe hơi đi sau, nhân viên ra oder cho người tới sau :) bộ coi thường người đi xe máy ko có tiền mua đồ ăn của quán hay sao á :)",0,1,0,0
"Đồ ăn khá đắt so với chất lượng, bánh gói xấu, và hộp đựng bánh dơ khá thất vọng",1,0,1,1
"tok cứng ơi cứng, tưởng như nhai cục đá
thật sự rất k ngon
đồ ăn nguội điên luôn
nhân viên hời hợt",1,1,0,0
Món mực nướng tôi gọi bị cháy nhiều chỗ và không ăn được.,1,0,0,0
"Nghĩ mà xem, tôi sẽ không đến đây với mức giá này đâu! Chất lượng đồ ăn ở miền Nam nhìn chung rất kém, giá cả lại rất đắt.",1,0,0,1
"Tôi muốn chia sẻ ý kiến ​​của mình về chất lượng dịch vụ của nhà hàng này.

Tôi muốn chia sẻ về chất lượng dịch vụ của nhà hàng này. …",0,3,0,0
"bán thái độ với khách, mua một phần khoai tây tự thêm khoai tây tự thêm tiền nói là nó ít này nọ , làm đồ ăn xong khong nói gì dụt trên bàn v , lớn mà ý thức quá kém",1,1,0,1
"Quán như quần què. Xô bồ, đồ ăn dở. Nv chậm yếu kém. Gọi đặt bàn nhà sàn thì ok. Mà xuống tới nơi thì ko có. Thịt gà khô, ướp ko ngon. Thịt nướng bị ngọt. Mình đi ngay tết, giá quá mắc.",1,1,0,1
Nhân viên nói xấu khách khinh thường khách hàng,0,1,0,0
Ngày lễ rất đông đúc. Order cả tiếng nhưng nhân viên tự ý hủy bàn. Bắt order lại từ đầu. Sau đó không hề có tiếng xin lỗi. Dịch vụ kém.,0,1,0,0
tệ vãi thua cả quán ăn bên đường,0,0,0,0
"Thời điểm lễ, phục vụ hời hợt.",0,1,0,0
Đồ ăn ở đây đúng là siêu ít. Gọi phần gà 69k mà có chút ét không đủ nhét răng. Phần này chắc cho con nít ăn. Đã thế rán gà cũng lâu lét. Gà Popeyes này càng ngày càng xuống cấp.,1,0,0,1
"1 Trải nghiệm vô cùng thất vọng, lúc đầu mình ăn thì 1 đùi đầu tiên đã có vấn đề, mình đã gọi nhân viên trao đổi nhưng nhân viên chỉ đổi 1 đùi và bưng ra đĩa cũ, và mình ăn vẫn tiếp tục bị ở phần đùi thứ 2. …",1,1,0,0
"Bỏ 103k để được phần chút éc này ? Trong hình rõ to mà giao cho khách thì như thế này ? Thấy cũng có nhiều người phàn nàn như thế này mà không biết khắc phục . Làm ăn gian dối , lừa dối khách hàng",1,0,0,1
"Đặt đồ từ 15h30 hẹn 16h15 lấy mà 16h25 tới còn đứng rán chiên,chưa chuẩn bị đồ cho khách,đã vội ngta mới đặt trc mà dịch vụ kém",0,1,0,0
"Giao thiếu xuất, nhân viên bảo đợi tí đem lên mà không đem luôn",0,1,0,0
"Mình đi 2người, có gọi combo đôi mình (gồm 2 gà, 2 mì và 2 ly nước có thể refill)
Đầu tiên về đồ ăn, thực sự không xuất sắc, mọi thứ nằm ở tạm ổn. Gà vỏ khá giòn, …",3,0,0,0
"Nhân viên order tư vấn ko kĩ, lúc đầu mình chọn combo, bạn nói mình đc chọn 1 trong 2 loại sốt, sau đó tính thêm tiền sốt. Đồ ăn dở, đợi lâu.Nên qua KFC gần đó !!!",1,1,0,1
