,rating,text,word_count
6303,5 sao,"Địa điểm cạnh bờ sông Vàm Thuật rất mát mẻ, bạn bè tụ họp lai rai đàn ca rất vui vẻ và thoải mái.",24
6304,5 sao,Giá rè hợp lý,4
6305,2 sao,"Không biết do bạn mình gọi món hay sao mà món ăn thấy khô, như gà chiên nước mắm, cứng ngắt.
Nhưng cái lớn nhất là bàn đông người mà thái độ phục vụ chậm trễ, không thèm để ý khách kêu gì, quên đem nước chấm nước uống ra luôn. Hi vọng quán có thể thay đổi để phát triển.",61
6306,5 sao,"Quán ăn ngon, chất lượng, mặt bằng rộng, thoáng do nằm ven sông, phục vụ chu đáo, có kèm đặt party, sinh nhật, họp mặt gia đình....",27
6307,5 sao,"Quán ăn này tương đối sạch sẽ, giá cả bình dân, tiếp đãi ân cần chu đáo",17
6308,3 sao,"Quán không gian mát mẻ , đồ ăn ngon , đông đúc nhưng nhân viên hơi chưa nhiệt tình , đồ ăn hơi lâu .",25
6309,5 sao,"Món ăn khá ngon, không gian đẹp, cạnh bờ sông, sạch sẽ, thoáng mát. Họp nhóm nên đến đây.",19
6310,4 sao,"Nhân viên quản lý vui vẻ, món ăn theo khẩu vị hợp cho nhiều đối tượng, kế bên bờ sông, mát.",21
6311,4 sao,Quán này trước ăn ngon. Giờ chắc đổi đầu bếp nên tháy dở quá,14
6312,5 sao,"Đồ ăn rất tươi, giá cao hơn mấy chỗ khác một tẹo nhưng cực đáng đồng tiền bát gạo. Mê món Tôm nhúng Thái :3",25
6313,5 sao,Ngon rẻ thoáng mát phục vụ tốt. Phù hợp đi gia đình và họp mặt bạn bè đều ok,19
6314,3 sao,Địa điểm này trước đây sát bờ sông rất thoáng mát nhưng giờ bờ sông đã dẹp nên kg còn như xưa. Mặc dù triều cường là ngập nặng nhưng sát bờ sông nên cũng cố gắng đến vs quán. Giờ thì không như trước được nữa rồi.,48
6315,4 sao,Menu nhiều món. Mình thấy món đậu hũ nấm ăn khá ngon. Nhân viên phục vụ tận tình. Có dịp sẽ quay lại. 😊😀😊😀☺ …,25
6316,5 sao,Quán thoáng mát rộng rãi. Đồ ăn ngon giá hợp lý. Có mở buổi trưa,15
6317,5 sao,Đã làm chân mày ở đây và rất ưng ý. Lần đầu làm thấy vừa ý nhưng lần sau giới thiệu bạn bè về người nào cũng ưng bụng vì làm rất mát tay. Làm xong về kinh doanh phất lắm luôn đấy. Con trai nhưng làm cảm thấy không bị giả quá còn được chăm sóc từ a đến z. Về nhà còn được các bạn liên tục hỏi thăm tình hình. Trải nghiệm rất ok,77
6318,5 sao,Quán ăn bình dân. Đồ ăn ngon phục vụ nhiệt tình nhanh lẹ. Giá lại hợp lý. Ok,18
6319,5 sao,Món heo mọi giả cầy ngon.,6
6320,2 sao,"Nhiều món ăn ! Giá chấp nhận... có dê tươi ngon.
Quán gần bờ sông nhiều muỗi... cần có nhang muỗi khi ăn đêm!",24
6321,5 sao,Quán rất rộng và nằm ngay bờ sông nữa rất lý tưởng đồ ăn ngon sẽ ghé lại quán nếu có dịp,22
6322,4 sao,"Thức ăn ổn, giá hợp lý. Phục vụ hơi chán. Quán yên tĩnh, không nhạc xập xình",17
6323,5 sao,"Quán ngon, rẻ. Nằm cuối con đường số 20.
Có sân vườn, bờ sông mát mẻ.",16
6324,5 sao,"Cơ sở rất đẹp, nhân viên hướng dẫn tận tình. Mình làm về ai cũng khen đẹp với may mắn lắm❤️❤️",21
6325,5 sao,Quán đồ ăn ngon xuất xắc,6
6326,4 sao,"Đồ ăn ngon. Nhân viên phục vụ dễ thương, nhiệt tình.",11
6327,5 sao,"Không gian thoáng mát, đồ ăn ngon, bình dân, gần sông , địa điểm đề nghị cho anh em Gò Vấp!",21
6328,5 sao,quán ổn nha mn,4
6329,5 sao,"Cảnh trí sát bờ sông thoáng mát. Thức ăn đa dạng, ngon, giá cả hợp lý .rất bình dân",19
6330,1 sao,Quảng cáo sai lệnh thực tế.Giá bán sản phẩm rất cao so với thị trường.,15
6331,5 sao,"Làm treo cung bên này rất đẹp khen, còn mayg thi đoi dặm lại mới ok luôn",17
6332,1 sao,Đồ ăn thì cũng được nv thì phục vụ tệ kêu tính tiền thì nhanh kêu thêm đồ thì mặt như đưa đám,23
6333,4 sao,"Đồ ăn ngon. Ở đây có cô bán bánh tráng nướng rất ngon, có kèm nước mắm cá cơm chất rất phê",22
6334,2 sao,Quán ven sông. Không đẹp. Đồ ăn tạm được. Giá bình thường. Lâu lâu bị ngập nước. Phục vụ lâu.,20
6335,4 sao,"Món ăn tạm được với mức chi phí hợp lý. không gian rộng rãi, thoáng mát",16
6336,2 sao,"Bàn ghế quá thấp và nhỏ, ngồi nhậu không thoải mái cho những người thể trạng hơi lớn 1 chút",20
6337,4 sao,"Đồ ăn ok mà chổ ngồi bốc mùi dưới sông lên ghê quá, làm ăn mất ngon.",17
6338,5 sao,"Món ngon giá tẻ phục vụ chu đáo rất thích quán này, cho 5 sao nha",16
6339,4 sao,"Nhóm mình thường ăn ở đây đồ ăn khá ng9n, phục vụ dễ thương...nói chung là OK lắm",18
6340,5 sao,"Quán Núi Ngự: quán ăn đặc sản 3 miền, giúp bạn thoải mái lựa chọn các món ăn yêu thích.",20
6341,4 sao,"Rộng rãi, sạch sẽ. Điểm trừ duy nhất là quán cạnh cái sông, nước ròng nước đen thui + trời nắng rất thúi",23
6342,3 sao,"Quán hơi cũ, muỗi nhiều vì ngay bờ sông, đồ ăn được, giá mềm.",14
6343,5 sao,"ĐỒ ĂN KHÁ NGON .

QUÁN RỘNG RÃI, CÁC BẠN N.V CUTE DỄ THƯƠNG

ĐỒ ĂN KHÁ RẺ , CHẤT LƯỢNG ĐC .

HÔM MÌNH TỚI CUỐI TUẦN RẤT ĐÔNG",30
6344,4 sao,"Quán giá rẻ, đồ ăn ngon, không gian rộng rãi,",10
6345,5 sao,Ngon rẻ mát nha,4
6346,5 sao,Mình đã làm nhiều dịch vụ bên đây rồi rất đẹp ạ. Cũng may mắn hơn nhiều 🥰 …,19
6347,3 sao,"Quán ăn ngoài thoải mái, thức ăn ngon và giá cả hợp lý",13
6348,5 sao,"Quang cảnh rộng thoáng, mát mẻ gần sông, có chổ đậu xe hơi.",13
6349,3 sao,"Quán cũng khá đông, không gian rộng rãi cho nhóm liên hoan, hợp mặt",14
6350,5 sao,"Quán thoáng mát, món ăn ngon, giá phù hợp.",9
6351,4 sao,"Đề xuất mn món chả giò núi ngự , cá thác lác chiên xả, giò heo muối chiên giòn",19
6352,5 sao,"Nhân viên dễ thương , nhiệt tình, , làm mày về vừa đẹp vừa có Lộc❤️",16
6353,4 sao,"Quán phục vụ nhiệt tình, đồ ăn ngon rẽ",9
6354,5 sao,Quán nấu ăn ngon nhân viên nhiệt tình rất hài lòng,11
6355,4 sao,Quán nhậu ngon bổ rẻ. Nhân viên nhiệt tình.,9
6356,3 sao,Cũng ngư bao quán khác. Có bãi giữ xe riêng nên ok hơn,13
6357,4 sao,Mom an ngon new thoang mat rat ok,8
6358,5 sao,"Dịch vụ tốt , nhân viên nhiệt tình , làm về cv suôn sẻ may mắn",16
6359,4 sao,"Món ăn ngon , khung cảnh bên sông dân dã tuyệt đẹp .",13
6360,5 sao,"Thức ăn ngon , đặt biệt món chả giò núi ngự",11
6361,5 sao,Mjnh rất thích bởi giá cả hợp lý và trang trí thật và đẹp mắt,15
6362,3 sao,Thoáng mát - rộng rãi - phục vụ tốt nhưng Menu ít món!,13
6363,4 sao,"Đồ ăn và giá thành được, không gian thoáng mát",10
6364,3 sao,Thức ăn hơi mặn,4
6365,5 sao,"Quán sạch sẻ, đồ ăn ngon, có dẹp sẽ ghé lại",11
6366,5 sao,"Mát mẻ
Ngon rẻ
Lịch sự
Dịch vụ ok. Nhậu nhẹt 🍻 🍻 🍻 🍻 ngon rẹ",17
6367,4 sao,"Tạm được, món ăn tạm, gần bờ sông nên không khí kém.",12
6368,5 sao,"em thấy dịch vụ tối ạ nek, có điều hơi đông chờ hơi lâu xíu",15
6369,3 sao,Nấu ăn ngon và phong cách phục vụ lịch sự,10
6370,5 sao,"Ngon, rẻ, phục vụ tận tình, các món ăn đều tay",11
6371,5 sao,"Làm mày đẹp lắm, nhân viên nhiệt tình dễ thương nữa",11
6372,5 sao,"Quán nhiều món ngon, thích nhất heo tộc giả cầy",10
6373,4 sao,"Giá hợp lý, ngon....nếu có cơ hội quay lại.",9
6374,4 sao,"Quán thoát mát, đồ ăn vừa miệng, giá hợp lý",10
6375,5 sao,"Quán làm đồ ăn ngon, phụ vụ nhiệt tình!",9
6376,5 sao,Bên này làm ưng ý lắm giá lại tốt nữa 👍 …,12
6377,5 sao,Ok quá ne,3
6378,5 sao,"Quán có vài món đặc trưng, có điểm riêng. 👍👍 …",11
6379,5 sao,"Máy đẹp OK ,giá 3 tr củng đưocj",8
6380,4 sao,"Đồ ăn ngon, vị trí thoáng mát",7
6381,5 sao,Quán ăn rất ngon và đa dạng,7
6382,5 sao,dịch vụ tốt . cô nhung coi phong thuỷ đúng lắm ạ,12
6383,5 sao,"Không gian thoáng mát.
Đồ ăn tạm đươc.",8
6384,4 sao,"Quán bình dân, món ngon, phục vụ nhiệt tình",9
6385,5 sao,"Cơ sở vật chất sáng quá,khách thì đông",8
6386,5 sao,Món ăn đa dạng và nhân viên rất dễ thương!,10
6387,3 sao,"View bờ sông thoáng mát.
Món ăn cũng bình thường.",10
6388,4 sao,"Quán rộng thoáng mát, giá cả hợp lý",8
6389,5 sao,"Thực đơn phong phú, giá hợp lý. Món ngon",9
6390,5 sao,"Mày làm đẹp, đông khãgs quá đợi hơi lâu",9
6391,5 sao,Tiệm đông khách lắm Làm chăm sóc đẹp lăm,9
6392,5 sao,"Ok , ngon rẻ . Không gian thoáng mát.",9
6393,5 sao,"Quán có không gian thoáng, đồ ăn tạm chấp nhận",10
6394,3 sao,Tạm giá phải chăng đồ ăn ko ngon lắm,9
6395,4 sao,Quán ngồi thoáng mát. Nhìu món ngon.,7
6396,1 sao,Quá tệ bắt khách chờ hơn tiếng ko có đồ ăn,11
6397,5 sao,"Ngon, bình dân. Đếm máy bay thỏa thính",8
6398,4 sao,Đồ ăn ngon giá cả hợp lý,7
6399,5 sao,Tôi trai nghiem dịch vụ bên này qúa ok,9
6400,4 sao,"Quán nhậu bình dân, ngồi dưới luỹ tre",8
6401,4 sao,"Có món ngon,có món cũng được không tệ",8
6402,3 sao,"thức ăn tạm được, phục vụ chưa tốt",8
6403,5 sao,"Thức ăn ngon, bờ sông thoáng mát",7
6404,5 sao,Tôi làm moi o day đẹp về may mắn lam,10
6405,5 sao,Lẩu thái 189k. Ăn bao no. Đồ ăn ok,9
6406,4 sao,"Open ground for customer! ""Chả giò Núi Ngự"" is a good dish!",12
6407,5 sao,"Có chỗ đậu xe , giá bình dân .  OK",10
6408,5 sao,"Món ăn ngon, không gian thoáng đãng 😃 …",9
6409,3 sao,"Thức ăn dở tệ, cân nhắc khi đến ăn",9
6410,5 sao,"Quán sạch sẽ, đồ ăn ngon",6
6411,4 sao,"quán thoáng mát,đồ ăn ngon",5
6412,4 sao,"Thoáng mát, đồ ăn khá ngon!",6
6413,3 sao,"Thức ăn bình thường, vị trí hơi khó tìm",9
6414,3 sao,"Quán rộng rãi,thoáng mát, giá cả ổn",7
6415,4 sao,"Rộng, ven sông mát mẻ, ko đc sang trọng lắm",10
6416,3 sao,"Ngày xưa ngon lắm, nay bớt ngon rồi.",8
6417,5 sao,"Mát mẻ, sạch sẽ, thức ăn ngon 👍 …",9
6418,5 sao,Quán giá ổn. Món gỏi ngon,6
6419,1 sao,Cách phục vụ quán quá tệ…,6
6420,5 sao,"Giá ổn, chỗ bờ sông mát mẻ,",7
6421,3 sao,"Bình thường, , hơi hôi mùi bùn, nhiều muỗi, ăn được",11
6422,1 sao,Nhân viên phục vụ rất mất dạy.,7
6423,1 sao,Phục vụ rất tệ .,5
6424,5 sao,"quán ngon, phục vụ tốt",5
6425,4 sao,Gần sông khá mát,4
6426,5 sao,Quán ăn ngon rẻ đẹp,5
6427,2 sao,"Tạm được, phục vụ không ok lắm.",7
6428,5 sao,Phục vụ tốt,3
6429,5 sao,"Tư  vấn dễ thương,làm mày đẹp",6
6430,5 sao,Quán ăn ngon nhiệt tình,5
6431,5 sao,Gia ok,2
6432,3 sao,Món ăn vừa miệng.,4
6433,5 sao,"Làm đẹp, nhân viên dễ thương 😍 …",8
6434,4 sao,Nhậu bờ sông,3
6435,5 sao,"Bình dân, giá và dịch vụ okie",7
6436,5 sao,Quán ngon - giá bình dân,6
6437,5 sao,ben co Nhung lam dep ai cung khen,8
6438,4 sao,Không gian ven sông mát mẽ,6
6439,3 sao,"Mát mẻ, hơi hôi mùi sình non",7
6440,3 sao,quán bình dân. cũng được,5
6441,4 sao,"Phục vụ nhanh, nhiệt tình.",5
6442,4 sao,Ngon phục vụ nhiệt tình,5
6443,4 sao,OK. Là đủ,3
6444,5 sao,"nhiều đồ ăn ngon, nên thử",6
6445,5 sao,Làm bên này đep lắm ạ,6
6446,4 sao,"Món ngon, giá ok",4
6447,5 sao,"Mình được bạn bè rcm đến quán, quán mát mẻ, sạch sẽ, ánh sáng tốt, có nhạc, view SG đẹp còn hay có máy bay bay qua, đồ ăn ngon, chất lượng phục vụ phù hợp với giá thành, các bạn nhân viên phục vụ giải thích rõ ràng các món làm mình rất thích. Nói chung là chất lượng ok sẽ ghé lại nhiều lần nữa.❤️",67
6448,5 sao,"Đồ ăn rất ngon đặc biệt là đồ nướng, nhân viên phục vụ nhiệt tình và dễ thương, không gian quán thoáng mát, rất thích hợp để chill cùng với bạn bè đặc biệt là trong diệp sịn nhật. Mọi người hãy tới ủng hộ quán nha",47
6449,5 sao,"Một trải nghiệm rất tuyệt vời của mình tại đây khi hôm mình đi săn được cảnh hoàng hôn ở đây rất đẹp, đồn đoán quán này có view ngắm máy bay và hoàng hôn rất đẹp đến trải nghiệm rồi mới thấy rõ, cảnh chiều thêm nhạc chill nữa rất là ok, mỗi lần stress mình hay cùng hội bạn tới đây chill vài ly bia, đồ ăn ở ba gác thì nổi tiếng là chỉn chu ngon và khá lạ so với các quán khác, mình recommend cho mọi người mấy món ngon như: Cơm cháy Patê cá bào, dồi sụn, hoặc combo ba gác. Có điều lối lên quán hơi khó kiếm mọi người nhớ đi theo bảng chỉ dẫn của nhà xe.Trải nghiệm rất ok, mình sẽ ghé lại ne",134
6450,4 sao,"Đồ ăn ổn, chỉ tội ít đồ ăn.
Chắc ăn chill thì được.
Có món nước suối đắt hơn bia.",20
6451,1 sao,"như kiểu ăn tiền khách á, bạn bè ăn sinh nhật vui vẻ, mà kêu tặng phân nửa bia budweiser, nhưng vẫn miễn cưỡng uống do tặng, còn phần kêu thêm là heineken, xog kêu chọn combo8 là giảm giá 199k ưu đãi 8, mình đi 13ng, xong bạn nhân viên kêu chọn combo 8 là 1 lần, nhưnh chọn được thêm combo4 nữa do là 13ng, xog lát ra kêu anh quản lí em k cho, k chịu, mọi người vẫn ok. Xong lát tính tiền kêu chọn tặng bia không được chọn combo ưu đãi. Vậy mà lúc kêu combo anh nhân viên k cho chọn, kêu mới có 3ng k cho chọn combo, xong mình còn kêu nếu k đủ hơn 8ng thì mình trả giá gốc, Ok ok đã rồi lằng nhằn, chị kia phải ra kêu im đi, xong ra tính tiền có này k đc cái kia. Làm ăn gì lừa đảo, thì k ai dám lại ăn lần nữa. Mà kêu nhân viên đuèng có ép khách uống. Kêu đừng lên nữa mà vẫn cố ép khách  vẫn khui bia. Làm ơn nếu khách sai từ đầu thì hãy check cam xem nhân viên tư vấn ntn. Thái độ pvu hơi hơi md lun, khách hỏi im im r trốn mất tiêu, đúng kiểu k phải lần đầu",225
6452,5 sao,"Khách đến quán đủ mọi tầng lớp: chú xe ôm, anh công nhân, vài người bạn sau giờ làm. Họ ngồi bên nhau, kể chuyện đời, chuyện công việc, cười nói xua tan mệt mỏi sau một ngày dài. Quán nhậu ba gác không chỉ là nơi ăn uống mà còn là chốn để người ta tìm thấy sự gần gũi, ấm áp giữa phố xá ồn ào.",68
6453,5 sao,"nhân viên phục vụ nhiệt tình chu đáo tận tâm với khách hàng ,
đặc biệt món sườn heo xá xíu và  sườn bò khá ngon có thể thử qua
đặc biệt quán có view ngắm máy bay khá chill",40
6454,5 sao,"Quán đồ ăn ngon, nhân viên nhiệt tình",8
6455,4 sao,"Đồ ăn cũng ngon mà giá hơi chát, phải đặt bàn nếu đi đông, ai nhậu lai rai mà kím chỗ ăn có xuất vat thì quất nha",28
6456,5 sao,Món ăn ngon và nhân viên nhiệt tình 🫶🏻 will be back,12
6457,5 sao,"Đồ ăn ngon, lên món nhanh, phục vụ nhiệt tình dễ thương nha. Sẽ quay lại ủng hộ quán",19
6458,1 sao,"Phục vụ thật sự quá tệ. Gia đình đi vào thứ 2 17/11, gọi phục vụ thiếu điều muốn hét lên ko ai nghe. Đồ ăn thì ko còn ngon như trước. Những thất vọng nhất vẫn là dịch vụ quá",41
6459,5 sao,"Nhân viên nhiệt tình, đáng yêu
Mrk tốt - biết các chăm KH
Tôi tổ chức con tôi sinh nhật ở đây và thấy hài lòng. Đồ ăn ngon - đồ ăn ngon (khen)
Bia hơi nhạt (chê), chỉnh lại về vị bia
Chê về toilet nam hơi cũ, thơm và mát hơn gọn gàng hơn sẽ ok

Có chỗ chơi cho trẻ em, khuôn viên rộng bọn trẻ khoái

Views chill mát mẻ , ngắm máy bay và xe từ trên cao

Có thể làm tốt hơn nữa cho Gò Vấp có chỗ chill nhé
Sẽ quay lại",99
6460,5 sao,"Hôm nay có bữa nhậu cùng view quá đẹp cả nhà ơi
Thật xứng đáng để đến quán trải nghiệm",20
6461,5 sao,"Đồ ăn ngon
Nhân viên nhiệt tình
Phục vụ dễ thương",11
6462,1 sao,"Cảm nhận chân thật: thật sự quá tệ.

Mình có dịp ghé Ba Gác Quang Trung để trải nghiệm nhưng thật sự phải nói là tệ vì những lí do sau :
- Mình tới tầm 9h nhân viên không set up bàn mà cho đợi tới tận 10p mặc dù còn rất nhiều bàn trống
- Mới 9h hỏi bia tiger bạc thì báo hết, hỏi Ken cũng báo hết, mình không biết đây có thật sự là quán ko nữa mặc dù mơid 9h
- Mình có kêu 1 món đậu hủ mỡ hành, 1 tiếng sau tức 10h thì mình có hỏi lại thì bạn nhân viên báo là món đó hết rồi !? Nếu mình ko hỏi lại chắc sẽ im luôn và tính tiền vào bill hay sao !?
- Mặc dù mình đã kiểm tra qua website (2h đóng cửa) và hỏi với tổng đài trước để biết khi nào đóng bếp (bạn tổng đài nói mình 12h đêm và có thể trễ hơn nếu khách đông) nhưng tầm 10h30 là nhân viên nữ áo đen kêu mình rằng là bếp sẽ đóng cửa tầm 5p nữa !? và quán sẽ đóng cửa vào 12h đêm !? Vậy ai là người nói dối khách hàng !???
- Thái độ 1 bạn nhân viên áo cam thân hình hơi to con (hình như có đeo bông tai bên trái) thật sự tệ, bạn mình có hỏi xin chén tương ớt thì bạn đó quay qua và nói ""Hết rồi"" xong rồi quay mặt bỏ đi ko nói gì thêm mặc cho tụi mình ngơ ngác :))))) thật sự quán để hết cả bia để hết cả đồ ăn và cả tương ớt cũng không có sao !??

- Điều tốt mình thấy duy nhất là món ăn ok, ổn, thời gian lên món ko nhanh nhưng ok. Nhưng thật sự do nhân viên thái độ tào lao quá nên cũng không thể nào cảm thấy ngon được

Tóm lại: không bao giờ quay lại.
Thân ái và tạm biệt!",344
6463,5 sao,"Đồ ăn có món ngon món chế biến chưa tới, nhân viên nhanh nhẹn thái độ tốt, view đẹp nhìn xuống ngã 5 và cầu, giá cả dao động 150 ~200k/ món",32
6464,5 sao,"Đồ ăn ngon, không gian rộng rãi, bạn Dũng nhân viên tận tình chu đáo",15
6465,5 sao,"Quán có vị trí thoáng mát và tầm nhìn rất đẹp, có thể vừa ngắm máy bay vừa ăn cùng gia đình, bạn bè. Món ăn ngon và đậm đà, thực đơn vừa đủ để chọn lựa chứ không quá nhiều. Thích hợp ăn cùng gia đình hoặc bạn bè.",50
6466,5 sao,"- Nhà hàng nằm tại vị trí đăc địa, ngay giao lộ - trục đường chính, huyết mạch - nối Quận 12 và quận Gò Vấp. Nhìn từ trên cao, các bàn cạnh lan can sẽ quan sát trọn vẹn đường phố đông đúc.
- Nhà hàng sử dụng tông màu đèn chủ đạo là vàng, giữa không gian rộng lớn nhưng đầy ấm cúng.
- Quản lý nhiều kinh nghiệm, sẵn sàng hỗ trợ, giải quyết các vấn đề, nhu cầu của khách hàng một cách nhanh chóng và đầy đủ nhất. Nhân viên ngoan, lịch thiệp, sẵn sàng hỗ trợ khách hàng khi cần thiết.
- Nhà hàng có ưu thế về các món nhậu, không quá đa dạng về các món ăn, nhưng mỗi món ăn bày biện lên bàn cho khách hàng thưởng thức đều rất chất lượng.
- Nhà hàng có sân chơi, khu vui chơi rộng dành cho thiếu nhi đa dạng các độ tuổi.
- Đa dạng các loại hình thanh toán, đầy tiện lợi (tiền mặt, POS, chuyển khoản ngân hàng...).
Rất đáng để trải nghiệm vào đầu giờ tối, ngày cuối tuần, sau một ngày làm hiệc mệt mỏi.",198
6467,5 sao,Đồ ăn rất ngon   có điều phải chờ món hoi lâu phục vụ dễ thương . nhưng bù lại hay đc tặng thêm đồ,24
6468,5 sao,"Mình book tiệc sn cho con gái ở Ba Gác hôm 23/11 vừa rồi, gần 30 khách thôi nhưng các bạn take care từng tí một, từ lúc tới tham khảo quán, trải nghiệm món ăn, tư vấn menu, đặt bàn, đổi vị trí theo yêu cầu của mình vì sợ mưa nên tìm chổ có mái che,… 100 điểm cho quán nha. Đặt biệt là bạn quản lý siêu cute và bé nhân viên hỗ trợ mình hôm tiệc mà mình chưa kịp biết tên em. Gia đình mình sẽ quay lại để gặp các bạn và thưởng thức bữa ăn.",102
6469,5 sao,"Quán ăn ngon.
Có khu vui chơi trẻ em.
Đáng để thử nhé.",13
6470,5 sao,"món ăn ngon, hợp vị của gia đình, có khu vui chơi cho trẻ em nữa, rất hợp để tụ hợp gia đình hay tiệc tùng luôn nha. recomment mọi người đến quán nha.",34
6471,5 sao,"Đi thang máy tầng 2 là đến , phải quét mã để xem món trên app .
Mình cảm nhận đồ ăn ở đây ngon, gọi món nào cũng ổn áp hết nha . Đặc biệt gỏi xoài cá trê và gà nướng mình rất thích ,gà mềm nước sốt chấm kèm thì đậm đà .
Nên đặt bàn và đi buổi chiều tầm 5h30 là view hoàng hôn siêu đẹp luôn nhé , mấy bạn nhỏ nhà mình tha hồ ngắm máy bay , thời tiết SG nóng chọn quán không gian như này thì tuyệt vời nà
Nói chung tất cả đều okela đối với mình và mình sẽ quay lại vào dịp gần nhất cùng gia đình và bạn bè",123
6472,5 sao,"Món ăn ngon, phục vuu nhiệt tình",7
6473,5 sao,"So good
Món nào cũng ngon
Giá cả phù hợp
View quá đẹp thoáng mát
Rất đáng để trải nghiệm nhé mọi người 😋",24
6474,1 sao,"Ưu điểm: không gian rộng rãi thoáng mát
Nhược điểm:
- đồ ăn không tốt so với giá tiền
- lên món rất lâu
- nhân viên phục vụ không tốt(làm đổ đồ ăn lên người mình)
- thái độ phục vụ cũng không tốt còn nói dối khi tính tiền đã lên thiếu món nhưng bảo do nhóm mình bảo chưa lên nên đã ko đem lên. Khi nhóm mình tính tiền thì món không lên những vẫn tính trong bill, nv còn bảo đã có sẵn rồi nhưng khi mình bảo gói về thì mới ra nói lại là chưa có và phải trừ tiền ra
Trải nghiệm không hề tốt từ món ăn tới phục vụ(mình ko bik những chi nhánh khác như thế nào nhưng có thể sẽ ko bao giờ quay lại ba gác)",139
6475,5 sao,"Lần đầu trải nghiệm ở đây mình đặt tổ chức tiệc SN bé, ko gian thoải mái có chỗ vui chơi cho bé & các bạn, đồ ăn ngon miệng, các bạn phục vụ nhiệt tình & chu đáo. 10 điểm nhé ạ 😍😍😍",44
6476,1 sao,"Dặn 2-3 lần trang trí bàn sinh nhật khi book bàn trc đó 2-3 ngày. Đến nơi ko có và giải thích 1 câu đông quá nv quên, trong khi ko hề đông.
Tới nơi hỏi vụ tặng bia nhân ngày sinh nhật thì tl là người có ngày sn trong tháng phải tự đăng ký mới đc tặng.
Tệ…..",60
6477,5 sao,"Đồ ăn gia vi ổn, nhan viên rất nhiệt tình nhưng ít món , không khí náo nhiệt trong quán nên có để tạo không khí",26
6478,5 sao,"Món rất ngon, bạn nhân viên Phát dễ thương, nhiệt tình",11
6479,4 sao,"đồ ăn cũng được, không gian thoáng đãng, không bị ám mùi khói lắm, nhưng bảng hơi khuất, khó thấy, nằm trong toà nhà của Văn Lang book, nên ghi chú lại, gọi tháp bia ok nha",37
6480,2 sao,"Tiêu điều, xơ xác, là từ dành cho nơi này. Quán vắng, đồ ăn không ngon, ít phục vụ nên chậm chạp. Quan trọng nhất là cơ sở vật chất nơi đây xuống cấp cực kỳ tệ hại: các trụ đèn trang trí mục nát không ai thay, bàn ăn thì thấm nước mưa rỉ sét, trông bẩn kinh khủng mà vẫn đem ra phục vụ. Đèn đóm thì mù mờ.
Nói chung BA GÁC bây giờ đã xuống cấp cực kỳ tệ, nhếch nhác và bẩn thỉu không còn như xưa.",92
6481,3 sao,"Đồ ăn ok ngon, hôm mình đi thì 8 người được tặng thêm 1 khây đồ ăn nữa. Giá thì cũng hơi cao nhưng bù lại phục vụ và đồ ăn ok. Chỉ có điều mình xui ngồi ngay bàn gần loa phát nhạc. Hôm đó quán mở list nhạc gì á nghe đúng to mà loa cũ nghe nhứt cả đầu. Mình có hỏi nhỏ nhạc được không nhưng không được. Bàn mình ngồi gần cả tiếng đồng hồ ồn tới nổi tai của mình về ù ù cả mấy ngày. Quán có thể mở nhỏ hoặc đổi loa đi có thể lần cuối đi lại",107
6482,5 sao,"Ba gác nằm ngay góc ngã tư của Nguyễn Oanh giao với Quang Trung Gò Vấp. View rooftop sân thượng bao chill (cảnh từ trên cao nhìn xuống cầu vượt Nguyễn Oanh) bao lung linh.
+Về không gian quán: có không gian ngồi ngoài trời mát, thoáng đãng,cùng với thiết kế hiện đại và những cột đèn cao. Nhìn mê ly cực, xứng đáng là nơi tụ tập cùng bạn bè xả tress sau giờ làm việc căng thẳng.
+Về món ăn: nhóm mình order khoai tây chiên, combo đồ nướng, bò beefsteak, cá và gà ăn cũng khá bắt miệng.
Thịt bò beefsteak ở đây thịt mềm, vừa chín tới. Recommend mọi người nên thử.
+Nước uống: do đi xả stress nên chúng mình gọi Tháp Bia. Team mình đi 7 người gọi 4 tháp. Bia ở đây là bia tươi nên uống rất ngon, không đắng, tuy nhiên nồng độ cồn khá cao nhé.
Tổng bill team mình ăn uống no say và nhậu tới bến thì cỡ 5tr9 tổng cộng. Giá thành hơi cao tí (1 tháp bia cỡ 500k) nên bù lại được phục vụ khá chu đáo, chất lượng.
+Nhân viên phục vụ khách hàng cực kỳ chu đáo nhé.",205
6483,5 sao,Món ăn ok. Ko gian ok. Phục vụ ok. Nói chung là tốt đó 😘 …,16
6484,5 sao,"Mình đặt tiệc ở đây rồi. Dịch vụ rất oke nha, mấy bạn nhân viên siêu dễ thương nhiệt tình, món ăn rất ngon luôn. Trang trí siêu ưng luôn nha. Cho quán 10₫, nhân viên 100₫ nha.",38
6485,4 sao,"Quán nằm trên tằng thượng của siêu thị Văn Lang, đầu đường Ngã 5 chuồng Chó ... các món rất ngon, nhưng mỗi món làm khá ít, và giá mỗi món cũng tương đối cao, thuộc phân phúc cận cao cấp ... Chất lượng món ăn, không gian quán, vấn đề phục vụ phù hợp với giá tiền. Cảm thấy ok và hài lòng.",64
